Title,Authors,URL,DOI,Published Date,Summary
A Deep Learning-Based Solar Power Generation Forecasting Method Applicable to Multiple Sites,"S. Jang, B. Oh, Eunsung Oh",https://www.mdpi.com/2071-1050/16/12/5240/pdf?version=1718872958,10.3390/su16125240,2024,"This paper addresses the challenge of accurately forecasting solar power generation (SPG) across multiple sites using a single common model. The proposed deep learning-based model is designed to predict SPG for various locations by leveraging a comprehensive dataset from multiple sites in the Republic of Korea. By incorporating common meteorological elements such as temperature, humidity, and cloud cover into its framework, the model uniquely identifies site-specific features to enhance the forecasting accuracy. The key innovation of this model is the integration of a classifier module within the common model framework, enabling it to adapt and predict SPG for both known and unknown sites based on site similarities. This approach allows for the extraction and utilization of site-specific characteristics from shared meteorological data, significantly improving the model’s adaptability and generalization across diverse environmental conditions. The evaluation results demonstrate that the model maintains high performance levels across different SPG sites with minimal performance degradation compared to site-specific models. Notably, the model shows robust forecasting capabilities, even in the absence of target SPG data, highlighting its potential to enhance operational efficiency and support the integration of renewable energy into the power grid, thereby contributing to the global transition towards sustainable energy sources."
A deep learning framework for photovoltaic power forecasting in multiple interconnected countries,"C. Dimitriadis, N. Passalis, Michael C. Georgiadis",https://www.semanticscholar.org/paper/79675c6c4bf85c2c3ffcd0d461a0d6b22d4f2c7d,10.1016/j.seta.2025.104330,2025,"Accurate photovoltaic (PV) power forecasting is essential for enabling utilities, grid operators, and market participants to anticipate solar generation patterns and adjust operational strategies. Recently, Deep Learning (DL) has emerged as a promising approach for improving PV forecasts. However, training DL models typically require large datasets, which are often limited in PV power forecasting, restricting their full potential. Incorporating additional data from multiple heterogeneous sources, such as different countries, can help address this limitation but – at the same time − introduces challenges related to distribution shifts that can negatively impact forecasting accuracy. The rapid expansion of PV capacity further complicates forecasting, as generation patterns shift with new installations. Existing approaches often face challenges in effectively utilizing data from multiple sources. The main novelty of this paper lies in proposing a DL-based PV forecasting framework that integrates both foundational and country-specific training. This approach enables the framework to leverage data from multiple interconnected countries, improving generalization and enhancing forecasting accuracy. Additionally, we introduce an adaptation mechanism that dynamically recalibrates the forecasting model in response to changes in PV capacity, without the need for retraining, allowing our framework to seamlessly handle such variations. The proposed framework, evaluated on data from three interconnected countries (Greece, Bulgaria, and Romania), demonstrates significant improvements in accuracy by exploiting cross-country data and adapting to evolving conditions. Using data from these three interconnected countries is particularly important since each country’s domestic PV production can directly affect the clearing prices and the energy mix of the neighboring countries. This work highlights a critical yet underexplored research direction, demonstrating the potential for significantly more accurate DL-based PV forecasting by effectively utilizing big data, in line with recent advances in DL across various fields."
Big data solar power forecasting based on deep learning and multiple data sources,"J. F. Torres, A. T. Lora, I. Koprinska, Zheng Wang, F. Martínez-Álvarez",https://www.semanticscholar.org/paper/a2d18b8645004f72ceab4c3aec64e0354c427ee2,10.1111/exsy.12394,2019,"In this paper, we consider the task of predicting the electricity power generated by photovoltaic solar systems for the next day at half‐hourly intervals. We introduce DL, a deep learning approach based on feed‐forward neural networks for big data time series, which decomposes the forecasting problem into several sub‐problems. We conduct a comprehensive evaluation using 2 years of Australian solar data, evaluating accuracy and training time, and comparing the performance of DL with two other advanced methods based on neural networks and pattern sequence similarity. We investigate the use of multiple data sources (solar power and weather data for the previous days, and weather forecast for the next day) and also study the effect of different historical window sizes. The results show that DL produces competitive accuracy results and scales well, and is thus a highly suitable method for big data environments."
Efficient Machine Learning-Based Prediction of Solar Irradiance Using Multi-Site Data,"Hassan N. Noura, Zaid Allal, Ola Salman, Khaled Chahine",https://www.mdpi.com/1999-5903/17/8/336/pdf?version=1753611580,10.3390/fi17080336,2025,"Photovoltaic panels have become a promising solution for generating renewable energy and reducing our reliance on fossil fuels by capturing solar energy and converting it into electricity. The effectiveness of this conversion depends on several factors, such as the quality of the solar panels and the amount of solar radiation received in a specific region. This makes accurate solar irradiance forecasting essential for planning and managing efficient solar power systems. This study examines the application of machine learning (ML) models for accurately predicting global horizontal irradiance (GHI) using a three-year dataset from six distinct photovoltaic stations: NELHA, ULL, HSU, RaZON+, UNLV, and NWTC. The primary aim is to identify optimal shared features for GHI prediction across multiple sites using a 30 min time shift based on autocorrelation analysis. Key features identified for accurate GHI prediction include direct normal irradiance (DNI), diffuse horizontal irradiance (DHI), and solar panel temperatures. The predictions were performed using tree-based algorithms and ensemble learners, achieving R2 values exceeding 95% at most stations, with NWTC reaching 99%. Gradient Boosting Regression (GBR) performed best at NELHA, NWTC, and RaZON, while Multi-Layer Perceptron (MLP) excelled at ULL and UNLV. CatBoost was optimal for HSU. The impact of time-shifting values on performance was also examined, revealing that larger shifts led to performance deterioration, though MLP performed well under these conditions. The study further proposes a stacking ensemble approach to enhance model generalizability, integrating the strengths of various models for more robust GHI prediction."
Deep graph gated recurrent unit network-based spatial-temporal multi-task learning for intelligent information fusion of multiple sites with application in short-term spatial-temporal probabilistic forecast of photovoltaic power,"Mingliang Bai, Zhihao Zhou, Jingjing Li, Yunxia Chen, Jinfu Liu, Xinyu Zhao, Daren Yu",https://www.semanticscholar.org/paper/eb4f6abd98970ca2ee86bc71acdd160c8e6a1f9b,10.1016/j.eswa.2023.122072,2023,"Accurate photovoltaic (PV) power forecast is crucial for carbon neutrality. Current researches on PV power forecast mainly focus on using temporal information from single PV station, and the spatial information in multiple PV power stations are often neglected. To address this problem, this paper introduces Moran index to verify the spatial autocorrelation of PV power for the first time, uses Granger causality test and transfer entropy to reveal the spatial information gain in PV power forecast for the first time, and proposes a novel spatial–temporal probabilistic PV forecast method using deep Graph Gated Recurrent Unit (GraphGRU) network-based spatial–temporal multi-task learning and Kernel Density Estimation (KDE). Deep GraphGRU combines the advantages of Graph Convolutional Network (GCN) in spatial feature extraction and the advantages of Gated Recurrent Unit (GRU) network in temporal feature extraction, and thus has strong ability to extract spatial–temporal information in historical data of multiple different PV power stations. Through GraphGRU, temporal dependency information extracted from historical data of multiple PV stations can promote each other to improve the forecast accuracy of each PV stations. KDE is used for estimating the joint probabilistic density function and giving the spatial–temporal probabilistic confidence interval of PV power. Experiments were performed in the five-year actual PV power data from 11 provinces of Belgium and the three-year solar irradiation data from 12 places in China to verify the superiorities of the proposed method. Comparison with conventional spatial–temporal and temporal forecast methods show that the proposed GraphGRU-based spatial–temporal forecast method can extract the spatial–temporal information from multiple PV power stations well and significantly outperform conventional temporal forecast methods."
DEST-GNN: A double-explored spatio-temporal graph neural network for multi-site intra-hour PV power forecasting,"Yanru Yang, Yu Liu, Yihang Zhang, Shaolong Shu, Junsheng Zheng",https://www.semanticscholar.org/paper/e70a9c93c25cc12aa984176adc04d0d2566ae16e,10.1016/j.apenergy.2024.124744,2025,"Accurate forecasting of photovoltaic (PV) power is crucial for real-time grid balancing and storage system optimization. However, due to the intermittent and fluctuating nature of PV power generation , achieving accurate PV power forecasting remains a challenge. In this paper, we propose a novel approach for multi-site intra-hour PV power forecasting. Different from current work which predicts the power of each PV station independently, we predict the power of each PV station simultaneously by considering the inherent spatio-temporal correlation with other PV stations and develop a novel graph network named DEST-GNN. In DEST-GNN, an undirected graph is used to represent the dependence of these PV stations. Each PV station is represented by a node and the spatio-temporal correlation of any two PV stations is represented by an edge between them. To improve the accuracy of prediction, sparse spatio-temporal attention is adopted to filter out the weak associations of these PV stations. We then develop an adaptive graph convolution network (GCN) that adopts an adaptive adjacency matrix and a temporal convolution network to capture the hidden spatio-temporal dependency of these PV stations. Experimental studies using datasets from Alabama and California, provided by the National Renewable Energy Laboratory (NREL), demonstrate the effectiveness of DEST-GNN. For the Alabama dataset, DEST-GNN achieves a mean absolute error (MAE) of 0.49 over a 12-mon training scale. Furthermore, DEST-GNN attains an MAE of 0.42 on the California dataset, continuing to exhibit its strong forecasting capabilities. • A novel DEST-GNN that captures spatio-temporal correlations for multi-site PV power forecasting. • Leveraged sparse spatio-temporal attention and adaptive GCN to improve prediction accuracy. • Achieved performance with MAEs of 0.49 and 0.42 for Alabama and California datasets, respectively."
Deep multi-attribute spatial-temporal graph convolutional recurrent neural network-based multivariable spatial-temporal information fusion for short-term probabilistic forecast of multi-site photovoltaic power,"Mingliang Bai, Guowen Zhou, Peng Yao, Fuxiang Dong, Yunxia Chen, Zhihao Zhou, Xusheng Yang, Jinfu Liu, Daren Yu",https://www.semanticscholar.org/paper/8b3c29255bf8e49b800c99f34fe27eac6a761618,10.1016/j.eswa.2025.127458,2025,"Accurate solar photovoltaic (PV) power forecast is crucial to accommodating large-scale PV power into the electricity grid and realizing carbon neutrality . Current researches mainly focus on using temporal information in the historical PV power data for forecast. The spatial information in adjacent PV stations is often neglected. Meanwhile, multivariable historical information and future clear-sky physical prior knowledge are also often neglected in PV forecast. Aiming to solve above problems, this paper proposes a novel PV forecast method from the perspective of multivariable spatial–temporal information fusion for the first time. Physical analysis of PV power is used to for verifying the feasibility of multivariable spatial–temporal forecast. Multi-attribute spatial information including PV power, Global Horizontal Irradiation (GHI), temperature, historical clear-sky GHI and future clear-sky physical prior knowledge from the spatially adjacent PV stations are first used in PV forecast. Transfer entropy are innovatively introduced to verify the information gain of adding multi-attribute spatial information from the viewpoint of information theory for the first time. A novel method called Deep Multi-Attribute Spatial-Temporal Graph Convolutional Recurrent Neural Network (DMA-STGCRNN) is proposed to realize multi-site PV power forecast, where multi-attribute spatial graph is first proposed to extract the multi-attribute spatial information in PV forecast. Kernel Density Estimation (KDE) is used to give probabilistic confidence interval of PV power. Experiments in two-year (2021–2022) PV power generation data from 11 provinces of Belgium verify that the proposed DMA-STGCRNN method significantly outperforms conventional spatial–temporal single-variable forecast methods and 10 temporal forecast methods."
Application of Temporal Fusion Transformer for Day-Ahead PV Power Forecasting,"M. López Santos, X. García-Santiago, Fernando Echevarría Camarero, Gonzalo Blázquez Gil, Pablo Carrasco Ortega",https://www.mdpi.com/1996-1073/15/14/5232/pdf?version=1658299520,10.3390/en15145232,2022,"The energy generated by a solar photovoltaic (PV) system depends on uncontrollable factors, including weather conditions and solar irradiation, which leads to uncertainty in the power output. Forecast PV power generation is vital to improve grid stability and balance the energy supply and demand. This study aims to predict hourly day-ahead PV power generation by applying Temporal Fusion Transformer (TFT), a new attention-based architecture that incorporates an interpretable explanation of temporal dynamics and high-performance forecasting over multiple horizons. The proposed forecasting model has been trained and tested using data from six different facilities located in Germany and Australia. The results have been compared with other algorithms like Auto Regressive Integrated Moving Average (ARIMA), Long Short-Term Memory (LSTM), Multi-Layer Perceptron (MLP), and Extreme Gradient Boosting (XGBoost), using statistical error indicators. The use of TFT has been shown to be more accurate than the rest of the algorithms to forecast PV generation in the aforementioned facilities."
